Year,ID,Party,VCF0228,VCF0231,VCF0290,VCF0211,VCF0218,VCF0212,VCF0224,VCF0204,VCF0234,VCF0206,VCF0207,VCF0217,VCF0227,VCF0219,VCF0232,VCF0233,VCF0253,VCF0209,VCF0210,VCF0210,VCF0220,VCF0223
2012,3928,Weak Democrat,60,75,50,80,70,49,30,60,50,97,97,97,97,85,80,85,75,49,75,75,80,97
2012,3929,Strong Republican,60,50,60,60,60,97,60,50,97,50,50,50,50,60,97,50,60,97,10,10,97,97
2012,3930,Independent Republican,1,0,65,70,60,50,70,0,51,50,50,50,50,97,50,1,65,11,32,32,45,97
2012,3931,Strong Republican,40,15,45,30,15,75,75,40,50,50,85,60,70,70,15,0,50,90,15,15,30,50
2012,3932,Strong Democrat,30,70,50,85,85,30,15,50,15,70,70,87,70,70,97,59,97,40,70,70,70,70
2012,3933,Strong Democrat,55,60,50,55,70,60,30,50,50,65,65,65,65,65,50,64,53,53,51,51,58,55
2012,3934,Weak Republican,97,60,68,40,50,97,85,70,70,50,85,50,30,97,30,15,85,70,85,85,60,60
2012,3935,Weak Democrat,60,70,50,40,70,60,30,60,60,70,70,70,70,70,50,30,60,70,40,40,70,70
2012,3936,Strong Democrat,40,85,43,97,85,15,0,85,15,97,85,97,97,85,70,70,85,40,70,70,60,85
2012,3937,Independent Democrat,30,40,50,70,80,30,20,90,15,99,99,99,99,90,50,99,85,50,50,50,50,60
2012,3938,Strong Republican,40,15,38,15,15,70,60,85,70,70,70,70,70,60,50,15,50,70,15,15,60,50
2012,3939,Weak Democrat,40,40,60,50,70,50,50,50,50,70,70,70,70,50,50,0,50,50,50,50,50,50
2012,3940,Weak Republican,50,50,50,40,50,60,50,0,50,60,97,40,40,97,40,30,60,30,40,40,60,70
2012,3941,Weak Republican,30,30,50,15,15,95,85,50,50,75,75,70,75,70,85,15,40,85,0,0,40,60
2012,3942,Strong Democrat,97,80,64,97,97,97,30,80,80,97,97,97,97,97,50,97,80,97,97,97,97,97
2012,3943,Strong Democrat,70,60,58,70,65,60,50,60,85,85,85,85,70,97,60,70,60,85,85,85,60,85
2012,3944,Strong Democrat,40,50,43,85,85,0,0,70,50,97,70,60,70,70,50,50,70,40,97,97,70,97
2012,3945,Independent,0,0,35,50,40,20,30,0,0,50,70,50,70,50,50,50,40,0,40,40,40,50
2012,3946,Independent Republican,0,0,28,0,0,90,55,45,90,75,80,75,80,97,35,40,10,80,5,5,20,47
2012,3947,Independent Republican,30,15,27,0,3,85,50,60,60,85,85,85,85,70,50,60,0,70,15,15,15,70
2012,3948,Strong Republican,35,15,43,0,0,97,85,97,80,85,95,97,97,90,0,60,0,50,0,0,15,60
2012,3949,Strong Republican,15,45,45,20,5,90,85,95,55,45,85,65,80,97,85,20,25,90,0,0,25,85
2012,3950,Independent,0,20,38,50,60,50,15,50,50,85,85,85,85,60,50,85,50,15,50,50,50,60
2012,3951,Strong Democrat,30,40,50,50,90,50,10,90,80,60,70,70,40,80,40,30,50,55,80,80,40,90
2012,3952,Strong Republican,15,10,33,15,15,90,50,40,50,85,85,85,85,70,30,99,15,40,0,0,20,85
2012,3953,Weak Republican,99,99,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,3954,Independent,40,60,33,50,50,40,15,50,30,50,50,50,50,50,50,50,70,40,50,50,50,50
2012,3955,Strong Democrat,60,70,56,95,97,15,15,50,85,85,50,50,50,95,15,50,50,50,85,85,50,75
2012,3956,Strong Republican,45,25,53,0,35,70,70,97,50,85,85,85,85,90,70,60,30,60,0,0,50,90
2012,3957,Strong Democrat,0,40,30,70,60,30,0,80,30,40,85,50,70,85,70,50,80,60,50,50,50,70
2012,3958,Independent Republican,50,40,50,15,30,97,70,60,85,60,70,40,50,70,15,0,50,85,60,60,50,70
2012,3959,Weak Republican,3,40,40,40,0,50,80,60,85,40,50,50,97,85,50,0,50,50,40,40,50,60
2012,3960,Weak Democrat,0,30,38,70,60,15,15,40,15,50,70,40,60,70,70,50,70,40,50,50,50,60
2012,3961,Independent,60,60,50,50,50,50,50,50,50,85,85,60,60,50,50,30,50,70,60,60,50,85
2012,3962,Independent Republican,95,85,49,35,33,75,64,30,15,97,97,97,97,97,3,10,10,75,97,97,97,97
2012,3963,Strong Republican,60,60,50,30,15,85,85,70,70,60,85,50,50,85,0,0,30,60,15,15,40,60
2012,3964,Weak Republican,60,60,50,60,40,50,60,70,40,65,85,75,80,80,70,40,60,70,40,40,50,70
2012,3965,Weak Republican,99,99,13,99,0,99,25,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,3966,Independent Republican,15,15,43,50,0,85,85,50,50,60,70,97,50,85,50,40,15,80,0,0,50,85
2012,3967,Weak Republican,99,99,45,99,30,99,60,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,3968,Weak Democrat,35,40,35,65,70,0,0,0,0,65,50,60,70,90,85,50,65,40,90,90,60,80
2012,3969,Independent,0,0,40,25,40,50,40,60,85,97,97,15,97,80,0,0,50,15,75,75,15,97
2012,3970,Independent Republican,10,10,38,30,15,60,60,60,60,45,70,65,90,85,30,40,30,35,55,55,40,40
2012,3971,Weak Republican,55,40,60,55,60,70,60,70,70,75,80,80,90,85,85,60,50,40,85,85,70,80
2012,3972,Strong Republican,15,15,30,15,0,90,60,40,70,30,70,50,30,50,40,0,15,40,15,15,15,60
2012,3973,Independent Democrat,70,70,58,70,70,40,45,60,40,85,85,85,60,80,0,85,50,60,70,70,70,85
2012,3974,Strong Republican,50,50,43,50,15,50,70,50,50,50,50,50,50,50,50,15,50,50,50,50,30,50
2012,3975,Weak Republican,99,99,35,99,0,99,70,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,3976,Strong Republican,25,10,45,10,20,89,70,70,69,90,90,90,90,90,10,50,5,75,10,10,35,90
2012,3977,Independent Democrat,40,60,48,55,55,50,40,80,35,80,85,75,85,85,80,40,75,65,40,40,50,75
2012,3978,Strong Democrat,40,50,49,70,97,15,0,50,99,97,97,97,97,97,15,85,85,30,97,97,97,97
2012,3979,Weak Republican,50,40,55,40,40,40,70,50,60,50,50,50,50,60,50,40,50,70,30,30,40,60
2012,3980,Strong Democrat,60,70,49,60,97,85,0,85,97,97,97,97,97,85,70,0,85,40,70,70,70,97
2012,3981,Strong Democrat,60,70,63,70,85,60,40,60,70,70,40,50,50,70,60,40,85,50,70,70,50,60
2012,3982,Weak Democrat,50,40,43,50,70,50,15,97,50,85,97,85,85,80,80,70,50,70,60,60,97,97
2012,3983,Strong Democrat,60,70,45,85,85,40,5,60,0,97,97,97,97,85,90,45,85,40,70,70,85,85
2012,3984,Strong Democrat,20,80,56,97,97,30,15,75,50,97,90,97,70,97,97,70,25,10,97,97,80,97
2012,3985,Independent Republican,0,0,3,44,5,2,1,2,0,5,97,82,44,88,97,42,88,1,2,2,2,2
2012,3986,Weak Republican,15,15,30,15,30,70,30,60,40,40,70,40,60,70,50,30,40,30,30,30,15,50
2012,3987,Strong Democrat,70,75,49,50,97,70,0,50,15,85,15,30,30,97,50,30,60,60,50,50,70,85
2012,3988,Strong Democrat,40,65,71,65,87,70,55,80,20,80,90,85,90,97,70,80,75,50,75,75,40,60
2012,3989,Independent,68,55,70,40,70,85,70,80,80,89,89,97,97,88,49,75,65,79,85,85,70,80
2012,3990,Independent Democrat,40,51,45,50,60,50,30,50,50,50,50,50,50,50,51,25,51,51,51,51,50,50
2012,3991,Strong Republican,30,15,35,0,0,97,70,70,85,70,85,85,70,60,50,15,0,70,0,0,40,70
2012,3992,Independent,10,10,43,10,25,50,60,50,50,50,50,50,50,10,50,20,50,50,5,5,10,10
2012,3993,Weak Republican,40,60,47,30,14,70,79,80,49,28,97,30,30,50,49,3,80,40,50,50,15,50
2012,3994,Strong Democrat,15,65,53,75,90,40,15,70,50,65,80,60,65,90,80,30,60,25,75,75,50,85
2012,3995,Weak Democrat,0,0,43,20,85,0,0,40,50,20,50,50,80,70,85,45,80,0,45,45,0,20
2012,3996,Strong Republican,60,50,50,0,15,70,85,85,60,40,85,60,70,85,15,15,50,70,70,70,40,50
2012,3997,Strong Republican,25,55,58,5,30,85,85,65,75,50,60,50,40,70,50,10,50,75,0,0,60,70
2012,3998,Independent Democrat,50,50,30,50,60,0,0,50,0,30,60,30,50,80,50,15,50,5,0,0,0,40
2012,3999,Strong Democrat,50,50,49,50,97,15,0,97,15,50,60,60,50,97,97,50,15,50,50,50,85,97
2012,4000,Strong Democrat,70,85,54,97,97,0,10,5,1,85,85,85,85,85,85,60,97,30,95,95,70,85
2012,4001,Independent Republican,0,0,50,30,50,60,50,70,70,70,70,70,70,97,60,0,70,40,30,30,40,97
2012,4002,Independent,22,2,25,2,40,89,10,85,80,60,85,75,97,95,0,0,55,1,0,0,0,60
2012,4003,Independent,0,0,60,0,60,50,60,50,50,60,60,30,50,70,97,0,50,60,15,15,30,0
2012,4004,Weak Democrat,33,44,66,45,76,66,56,80,90,22,88,66,77,88,88,0,75,88,66,66,33,55
2012,4005,Independent Republican,40,15,50,15,40,70,60,40,0,70,70,70,70,80,70,70,40,50,0,0,30,70
2012,4006,Strong Republican,45,40,50,13,30,89,70,73,75,95,95,95,95,55,90,80,55,97,49,49,50,97
2012,4007,Strong Democrat,30,40,50,60,70,30,30,40,40,97,97,97,97,70,85,60,60,30,85,85,60,85
2012,4008,Weak Democrat,40,40,55,50,60,50,50,60,50,70,85,60,60,60,60,60,50,50,50,50,60,70
2012,4009,Strong Republican,30,0,43,0,15,85,70,50,50,70,70,70,70,85,50,15,40,60,30,30,50,70
2012,4010,Weak Republican,35,30,35,15,15,60,55,60,45,50,50,50,50,60,50,30,40,55,15,15,50,50
2012,4011,Strong Democrat,30,60,44,80,72,30,15,50,15,45,60,55,60,80,55,40,62,40,40,40,45,60
2012,4012,Strong Republican,50,30,50,30,30,85,70,70,70,85,85,70,85,70,40,40,15,85,15,15,40,60
2012,4013,Strong Republican,15,40,40,40,40,85,40,30,30,50,50,40,50,60,50,30,50,50,10,10,30,50
2012,4014,Independent Republican,30,15,40,30,40,60,40,60,15,75,85,80,70,70,50,70,30,70,0,0,20,90
2012,4015,Strong Republican,35,50,25,45,0,75,50,50,50,50,50,50,50,50,50,30,25,50,50,50,30,50
2012,4016,Strong Republican,30,30,50,40,50,50,50,85,15,50,85,50,60,70,15,30,40,40,70,70,50,70
2012,4017,Independent,70,50,0,50,0,85,0,85,85,50,30,50,50,70,85,40,85,75,75,75,85,85
2012,4018,Strong Republican,60,40,50,30,30,85,70,70,15,85,85,60,40,85,70,0,40,70,60,60,30,60
2012,4019,Weak Democrat,20,22,51,70,79,0,22,75,0,90,80,85,70,90,85,2,75,5,80,80,80,75
2012,4020,Strong Democrat,40,40,50,85,70,15,30,50,50,97,50,97,97,97,60,97,60,50,85,85,70,85
2012,4021,Weak Republican,99,99,30,99,0,99,60,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,4022,Strong Democrat,75,50,58,85,85,40,30,85,0,97,97,97,97,97,97,85,85,70,70,70,90,97
2012,4023,Independent Republican,99,99,28,99,0,99,55,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,4024,Strong Democrat,40,40,45,95,70,40,20,15,0,70,70,80,85,75,90,65,75,70,85,85,60,85
2012,4025,Independent,60,40,50,20,50,70,50,80,80,75,75,75,75,97,50,45,10,50,80,80,10,50
2012,4026,Independent Democrat,50,40,50,60,65,35,35,70,40,90,85,90,90,80,75,50,60,35,50,50,40,60
2012,4027,Strong Democrat,60,60,50,85,85,0,15,85,30,85,97,60,85,97,50,30,50,30,60,60,50,70
2012,4028,Weak Democrat,50,50,60,50,50,60,70,85,30,70,70,70,40,70,30,60,60,70,15,15,40,60
2012,4029,Strong Republican,20,10,63,2,30,90,95,60,40,40,70,10,70,60,30,5,15,70,30,30,10,45
2012,4030,Independent Democrat,99,99,50,99,50,99,50,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,4031,Strong Republican,50,15,30,0,0,90,60,50,80,50,50,50,50,95,50,30,15,50,0,0,50,90
2012,4032,Weak Republican,0,0,50,40,40,70,60,85,50,60,60,60,60,70,70,60,60,40,40,40,60,85
2012,4033,Independent,0,0,43,15,0,0,85,0,97,60,50,40,50,85,0,40,0,15,40,40,0,85
2012,4034,Weak Democrat,60,70,43,70,70,15,15,50,0,85,80,80,80,85,85,60,60,30,70,70,70,70
2012,4035,Independent Democrat,59,53,51,63,63,33,39,71,71,63,67,39,63,89,49,17,87,71,77,77,39,49
2012,4036,Independent,15,40,50,70,85,15,15,50,15,70,85,70,70,85,70,40,70,70,50,50,50,70
2012,4037,Strong Republican,15,0,35,0,0,97,70,0,97,70,70,70,50,97,50,0,50,70,50,50,70,97
2012,4038,Strong Republican,15,15,45,15,30,70,60,60,40,70,85,75,70,97,85,30,40,60,70,70,40,60
2012,4039,Strong Republican,75,60,49,15,0,97,97,85,15,85,75,85,85,85,85,10,15,50,30,30,15,50
2012,4040,Independent Republican,15,15,35,0,0,60,70,70,60,70,70,70,80,70,15,50,30,65,0,0,50,70
2012,4041,Independent Democrat,50,70,55,50,60,30,50,50,50,70,85,50,50,85,50,15,50,30,50,50,30,50
2012,4042,Independent Republican,50,50,45,50,30,50,60,50,50,75,75,75,75,50,50,0,50,50,0,0,0,50
2012,4043,Independent Republican,15,0,38,0,15,85,60,60,85,40,70,30,30,85,30,0,0,60,15,15,60,85
2012,4044,Weak Democrat,20,47,50,60,50,65,50,60,0,50,50,50,50,50,97,60,15,33,50,50,33,50
2012,4045,Weak Democrat,50,30,28,85,40,30,15,40,30,70,60,70,60,70,70,70,85,15,70,70,60,70
2012,4046,Strong Republican,10,15,45,55,60,40,30,85,35,80,80,80,80,90,55,70,55,60,65,65,60,90
2012,4047,Weak Democrat,0,0,40,60,50,40,30,30,0,75,75,75,75,60,75,75,70,5,60,60,25,50
2012,4048,Independent Democrat,75,75,58,40,75,75,40,50,60,60,60,80,70,95,0,70,65,60,75,75,40,65
2012,4049,Strong Democrat,5,10,38,55,60,10,15,50,40,50,90,50,85,97,50,35,50,10,95,95,50,97
2012,4050,Independent,99,99,50,99,50,99,50,99,99,50,50,50,50,99,99,50,99,99,99,99,99,99
2012,4051,Weak Democrat,50,50,58,50,85,50,30,50,50,50,50,55,50,75,50,0,50,50,95,95,40,50
2012,4052,Strong Democrat,30,40,50,60,70,50,30,50,50,50,70,70,60,80,70,50,50,50,60,60,70,70
2012,4053,Independent,0,60,30,60,60,30,0,50,0,60,60,60,60,90,85,40,40,40,60,60,85,85
2012,4054,Strong Democrat,40,50,43,85,70,15,15,70,15,60,60,60,60,85,85,60,70,30,70,70,60,85
2012,4055,Strong Democrat,0,30,33,60,65,0,0,50,0,75,80,75,75,70,55,35,0,0,45,45,30,50
2012,4056,Independent Democrat,99,99,43,99,85,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,4057,Weak Republican,50,30,50,50,50,50,50,50,50,85,85,15,60,85,0,0,30,30,70,70,30,85
2012,4058,Independent Republican,2,2,40,20,40,50,40,30,25,50,50,50,50,70,40,0,30,25,30,30,15,50
2012,4059,Independent,0,0,0,0,0,85,0,0,70,60,70,30,70,97,50,30,0,0,30,30,40,85
2012,4060,Weak Democrat,40,40,43,50,70,50,15,97,50,40,85,10,40,97,50,40,50,40,60,60,60,97
2012,4061,Independent Democrat,50,50,30,50,60,40,0,30,0,60,70,60,40,60,70,40,30,50,60,60,60,60
2012,4062,Weak Democrat,30,30,28,50,40,50,15,60,60,50,85,60,80,85,75,30,40,35,70,70,65,80
2012,4063,Weak Republican,45,60,60,60,60,65,60,70,80,85,65,80,55,85,45,6,70,75,65,65,50,80
2012,4064,Weak Democrat,0,30,50,70,70,60,30,60,0,97,97,97,97,97,85,85,70,60,85,85,85,85
2012,4065,Weak Republican,40,30,55,40,50,60,60,85,45,50,55,55,45,85,50,45,45,45,40,40,50,85
2012,4066,Strong Democrat,60,60,50,90,70,40,30,60,0,50,50,50,50,50,60,50,50,10,70,70,60,60
2012,4067,Strong Republican,33,0,43,0,1,97,85,60,40,97,97,97,97,50,50,0,0,50,2,2,24,2
2012,4068,Independent Republican,40,40,55,50,40,50,70,97,60,85,85,85,85,60,50,50,40,50,30,30,40,50
2012,4069,Independent,70,75,64,45,97,45,30,97,97,97,97,97,97,95,85,97,44,0,97,97,85,95
2012,4070,Strong Democrat,70,60,74,50,97,50,50,60,50,97,97,80,85,90,85,50,50,70,85,85,50,97
2012,4071,Independent Democrat,20,30,60,50,80,20,40,75,50,90,70,70,50,80,50,30,50,30,30,30,50,70
2012,4072,Weak Democrat,50,60,50,50,60,70,40,50,50,70,85,70,70,70,60,50,50,60,60,60,50,70
2012,4073,Independent Republican,0,0,8,0,5,25,10,10,10,50,85,50,75,50,5,25,0,5,5,5,0,50
2012,4074,Strong Republican,60,30,50,30,30,85,70,70,70,70,70,70,85,85,50,15,30,70,30,30,30,60
2012,4075,Weak Republican,40,15,48,10,30,60,65,70,60,85,85,85,85,60,50,40,30,50,20,20,40,60
2012,4076,Weak Democrat,95,80,58,60,85,65,30,70,60,85,70,70,40,75,70,60,50,75,58,58,55,55
2012,4077,Strong Republican,15,5,55,25,20,80,90,85,60,80,70,80,80,90,70,50,70,80,65,65,72,95
2012,4078,Independent,40,40,43,40,40,40,45,30,15,50,50,50,50,70,50,15,50,30,50,50,60,60
2012,4079,Strong Democrat,45,50,54,75,77,35,30,50,20,50,50,50,50,50,50,50,50,50,50,50,30,50
2012,4080,Strong Democrat,5,10,15,65,30,5,0,10,10,50,40,45,40,50,50,40,30,35,70,70,50,50
2012,4081,Independent Democrat,40,70,55,49,70,60,40,40,50,95,95,95,95,99,99,50,40,40,40,40,50,99
2012,4082,Strong Democrat,75,90,58,90,85,30,30,95,20,80,85,78,70,97,50,95,80,97,75,75,50,95
2012,4083,Weak Democrat,30,35,50,55,70,55,30,50,35,50,50,50,50,60,50,0,50,30,30,30,50,50
2012,4084,Independent,0,5,40,10,40,40,40,55,40,70,70,65,55,65,50,50,30,40,60,60,30,70
2012,4085,Independent Republican,15,0,15,0,0,30,30,40,70,50,50,15,50,60,0,10,0,15,0,0,15,30
2012,4086,Weak Democrat,40,60,43,50,70,40,15,15,50,50,60,40,50,85,50,15,60,30,40,40,70,70
2012,4087,Strong Democrat,90,40,56,75,97,70,15,70,15,70,30,70,15,5,75,40,85,10,65,65,85,90
2012,4088,Weak Republican,50,40,55,30,50,75,60,95,85,40,80,50,50,90,40,35,40,30,30,30,40,60
2012,4089,Strong Republican,65,25,43,65,35,70,50,75,0,10,80,60,60,90,85,0,0,80,97,97,10,80
2012,4090,Strong Republican,75,70,56,70,15,85,97,60,50,70,85,60,85,70,15,60,60,80,70,70,30,85
2012,4091,Independent,0,15,50,50,50,50,50,50,97,50,50,40,60,70,0,0,85,40,50,50,85,97
2012,4092,Independent Republican,50,50,50,50,15,50,85,97,50,70,70,70,70,97,50,30,70,85,50,50,60,97
2012,4093,Independent,67,60,40,50,40,97,40,40,97,40,90,0,45,70,0,0,30,30,40,40,70,60
2012,4094,Strong Democrat,40,60,35,60,70,40,0,50,0,50,50,50,50,50,50,40,50,40,60,60,45,50
2012,4095,Strong Democrat,85,70,35,50,70,70,0,70,50,50,50,50,50,85,85,40,70,70,70,70,70,70
2012,4096,Weak Democrat,80,80,60,77,70,66,50,60,60,85,85,77,60,80,50,50,50,80,50,50,70,60
2012,4097,Strong Democrat,65,60,50,90,85,50,15,80,95,97,97,97,97,90,40,97,50,80,90,90,80,90
2012,4098,Independent Republican,99,99,55,99,20,99,90,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,4099,Strong Republican,40,30,50,15,30,85,70,85,85,50,60,60,60,70,45,0,15,70,30,30,55,65
2012,4100,Weak Republican,50,0,49,0,0,97,97,97,0,60,85,85,85,80,0,0,69,70,33,33,3,33
2012,4101,Strong Democrat,70,75,49,70,97,65,0,50,75,97,60,40,50,85,0,40,50,75,70,70,79,85
2012,4102,Strong Republican,50,15,63,15,40,70,85,70,85,50,50,50,50,50,50,15,50,50,40,40,40,50
2012,4103,Strong Republican,60,55,64,0,30,97,97,60,60,80,90,80,90,85,0,0,0,45,55,55,85,90
2012,4104,Strong Democrat,15,30,48,65,75,30,20,60,15,85,85,85,85,95,85,50,85,40,40,40,60,85
2012,4105,Independent Republican,0,0,30,0,30,80,30,0,50,80,80,80,97,97,85,30,50,10,60,60,60,60
2012,4106,Independent Republican,30,30,50,15,25,85,75,50,40,40,60,60,60,50,15,0,30,70,15,15,15,50
2012,4107,Independent,99,99,50,99,40,99,60,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,4108,Strong Republican,60,40,73,50,60,50,85,97,60,50,70,30,50,85,50,40,50,70,40,40,50,85
2012,4109,Strong Democrat,99,99,40,99,73,99,6,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,4110,Strong Republican,60,60,45,10,10,75,80,80,90,85,85,85,85,60,40,30,40,60,10,10,60,60
2012,4111,Strong Democrat,0,30,50,70,85,30,15,50,0,97,97,97,85,70,70,85,70,15,85,85,60,70
2012,4112,Weak Democrat,0,15,25,50,50,50,0,50,50,50,50,1,50,85,50,1,60,0,85,85,60,50
2012,4113,Independent Republican,15,15,50,0,15,97,85,60,97,50,97,85,70,85,0,0,0,70,0,0,50,97
2012,4114,Weak Democrat,30,60,50,30,60,60,40,30,30,40,85,85,60,60,20,15,30,15,40,40,40,70
2012,4115,Weak Republican,70,55,63,50,60,60,65,80,50,97,97,97,97,90,80,75,80,50,90,90,55,80
2012,4116,Independent Republican,0,30,43,0,0,85,85,70,60,70,70,30,70,85,0,0,40,0,0,0,50,70
2012,4117,Independent,15,0,50,0,40,97,60,50,97,70,97,0,60,97,0,0,15,50,15,15,30,60
2012,4118,Strong Democrat,70,70,50,50,85,50,15,50,50,97,50,50,50,50,0,30,50,50,60,60,50,70
2012,4119,Strong Democrat,45,40,43,70,75,25,10,65,15,75,80,80,80,90,80,65,60,70,40,40,50,50
2012,4120,Weak Republican,50,0,15,0,0,75,30,5,50,50,50,40,50,80,50,0,0,70,30,30,50,60
2012,4121,Weak Democrat,30,30,30,50,50,40,10,15,0,70,70,70,70,70,80,60,40,15,99,99,60,70
2012,4122,Independent,15,15,23,50,30,50,15,60,15,70,85,70,70,85,50,15,70,60,60,60,40,85
2012,4123,Independent Democrat,55,40,38,75,60,35,15,60,15,85,85,85,85,75,70,85,55,5,70,70,75,75
2012,4124,Strong Democrat,60,60,73,70,85,70,60,60,85,85,85,85,85,85,50,85,75,80,85,85,80,85
2012,4125,Weak Democrat,40,30,40,0,50,0,30,0,0,85,85,70,70,60,0,0,30,0,0,0,15,70
2012,4126,Strong Republican,60,15,49,30,0,50,97,60,50,40,90,40,30,85,0,30,0,60,60,60,60,85
2012,4127,Strong Democrat,99,99,56,99,97,99,15,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,4128,Strong Republican,60,60,43,30,0,85,85,50,60,60,85,60,60,97,30,15,30,40,30,30,40,70
2012,4129,Weak Democrat,15,30,38,60,60,40,15,60,70,90,90,90,90,70,50,60,50,50,40,40,60,60
2012,4130,Independent,40,30,50,40,50,30,50,50,30,40,70,40,50,60,30,15,50,40,40,40,50,50
2012,4131,Independent Democrat,99,99,58,99,85,99,30,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,4132,Strong Republican,10,15,38,30,15,75,60,50,90,70,90,65,70,85,0,15,10,50,10,10,40,85
2012,4133,Independent,99,99,50,99,50,99,50,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,4134,Strong Republican,10,15,48,0,0,85,95,90,40,70,90,85,85,75,50,20,15,0,0,0,30,60
2012,4135,Strong Republican,60,40,50,15,30,85,70,40,85,30,30,30,30,60,15,30,40,70,50,50,60,85
2012,4136,Weak Republican,0,0,30,0,0,97,60,70,70,50,50,50,50,50,50,25,0,50,0,0,0,50
2012,4137,Weak Democrat,40,60,73,70,80,55,65,65,60,65,75,75,70,75,65,70,65,60,65,65,60,60
2012,4138,Independent Democrat,65,40,50,47,60,50,40,20,0,62,51,32,73,72,70,43,35,25,72,72,14,60
2012,4139,Strong Democrat,50,30,49,50,97,50,0,50,50,80,70,70,70,60,0,70,50,15,85,85,60,97
2012,4140,Weak Democrat,60,60,68,60,85,60,50,85,70,60,60,60,45,70,55,40,60,60,30,30,65,70
2012,4141,Strong Republican,99,15,53,15,15,75,90,70,99,60,70,50,50,55,50,15,15,35,15,15,30,50
2012,4142,Strong Democrat,50,75,30,60,40,25,20,50,0,85,85,85,85,97,95,60,50,15,70,70,50,85
2012,4143,Independent,15,45,30,50,30,45,30,50,50,50,50,50,50,50,50,50,50,40,50,50,50,80
2012,4144,Independent,20,16,45,54,80,40,10,20,15,90,60,70,55,50,50,60,65,6,50,50,85,90
2012,4145,Independent Democrat,0,30,40,40,40,60,40,50,40,50,60,50,50,60,50,0,50,50,50,50,60,70
2012,4146,Independent,45,45,50,75,60,50,40,50,50,90,85,85,85,95,50,75,65,60,60,60,70,95
2012,4147,Strong Democrat,45,75,49,86,97,15,0,60,50,95,50,50,50,76,50,50,80,30,50,50,50,70
2012,4148,Weak Democrat,45,75,63,35,75,45,50,10,60,40,70,70,70,45,1,10,60,30,50,50,45,25
2012,4149,Strong Democrat,25,40,40,35,20,50,60,50,80,55,85,70,65,75,15,15,30,45,50,50,55,65
2012,4150,Strong Democrat,50,30,45,90,75,5,15,5,0,85,85,80,75,90,90,75,60,35,40,40,45,70
2012,4151,Strong Republican,99,99,55,99,20,99,90,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,4152,Independent Democrat,40,40,40,75,80,60,0,20,0,80,40,65,50,70,80,55,75,10,70,70,75,80
2012,4153,Strong Republican,15,15,50,30,40,60,60,97,70,85,85,85,85,85,50,60,60,60,40,40,40,70
2012,4154,Independent,50,40,50,50,50,50,50,50,60,60,60,40,40,60,50,30,50,60,40,40,40,60
2012,4155,Weak Democrat,0,50,49,97,97,60,0,97,97,50,50,50,50,97,0,50,97,50,50,50,97,97
2012,4156,Strong Democrat,35,60,45,85,75,10,15,40,0,80,85,75,75,85,85,75,75,15,70,70,50,75
2012,4157,Weak Republican,40,40,50,40,40,50,60,60,40,60,60,40,50,50,15,40,40,15,40,40,30,60
2012,4158,Independent Republican,15,25,38,25,15,65,60,40,40,70,70,70,70,85,85,30,40,70,15,15,45,80
2012,4159,Weak Republican,50,15,55,50,40,70,70,85,0,70,80,40,20,85,65,15,50,70,60,60,30,70
2012,4160,Independent Democrat,0,0,30,30,60,0,0,0,0,50,50,50,50,40,30,15,0,0,15,15,40,65
2012,4161,Independent Republican,35,35,38,40,15,65,60,70,60,96,96,96,96,90,70,40,40,60,15,15,60,90
2012,4162,Strong Democrat,60,60,35,90,70,15,0,85,80,97,97,97,97,90,85,85,85,15,85,85,85,85
2012,4163,Strong Democrat,30,60,50,85,85,0,15,60,0,70,70,70,70,97,97,40,85,40,60,60,50,70
2012,4164,Strong Democrat,0,0,49,0,97,0,0,5,40,85,85,85,85,50,0,85,0,0,0,0,29,50
2012,4165,Strong Democrat,20,60,50,80,80,30,20,85,99,90,85,80,85,90,60,60,55,65,65,65,60,75
2012,4166,Independent Democrat,40,40,35,80,70,30,0,15,15,85,85,85,85,85,85,60,30,15,85,85,60,85
2012,4167,Strong Republican,75,70,68,40,50,60,85,70,50,58,40,75,70,90,30,60,55,99,85,85,45,80
2012,4168,Independent Democrat,50,65,38,50,50,50,25,50,50,50,60,50,60,97,50,40,50,50,50,50,50,50
2012,4169,Weak Democrat,70,65,65,70,70,70,60,70,70,60,60,70,70,80,80,70,70,80,40,40,70,80
